city,state_id,state_name,county_name,population
Matamoras,PA,Pennsylvania,Pike,3975
Duboistown,PA,Pennsylvania,Lycoming,2070
Hughesville,PA,Pennsylvania,Lycoming,6504
Jersey Shore,PA,Pennsylvania,Lycoming,6259
Montgomery,PA,Pennsylvania,Lycoming,624
Montoursville,PA,Pennsylvania,Lycoming,5956
Muncy,PA,Pennsylvania,Lycoming,4262
Picture Rocks,PA,Pennsylvania,Lycoming,4484
Salladasburg,PA,Pennsylvania,Lycoming,6807
South Williamsport,PA,Pennsylvania,Lycoming,4946
Williamsport,PA,Pennsylvania,Lycoming,5481
Fullerton,NE,Nebraska,Nance,6167
Genoa,NE,Nebraska,Nance,2300
Amherst,OH,Ohio,Lorain,1539
Avon,OH,Ohio,Lorain,4891
Avon Lake,OH,Ohio,Lorain,6257
Elyria,OH,Ohio,Lorain,6230
Lorain,OH,Ohio,Lorain,6262
North Ridgeville,OH,Ohio,Lorain,4186
Sheffield,OH,Ohio,Lorain,6283
Sheffield Lake,OH,Ohio,Lorain,6395
Indianola,IA,Iowa,Warren,6950
Winterset,IA,Iowa,Madison,3514
Oskaloosa,IA,Iowa,Mahaska,4145
Lordstown,OH,Ohio,Trumbull,2578
Warren,OH,Ohio,Trumbull,4653
Fremont,OH,Ohio,Sandusky,6899
Bellevue,OH,Ohio,Sandusky,6142
Orangeville,PA,Pennsylvania,Mercer,2231
Clark,PA,Pennsylvania,Mercer,3589
Farrell,PA,Pennsylvania,Mercer,4654
Fredonia,PA,Pennsylvania,Mercer,3949
Greenville,PA,Pennsylvania,Mercer,2684
Grove City,PA,Pennsylvania,Mercer,2558
Fairchance,PA,Pennsylvania,Fayette,6577
Fayette City,PA,Pennsylvania,Fayette,3198
Markleysburg,PA,Pennsylvania,Fayette,6242
Masontown,PA,Pennsylvania,Fayette,5789
Newell,PA,Pennsylvania,Fayette,5242
Ohiopyle,PA,Pennsylvania,Fayette,3995
Perryopolis,PA,Pennsylvania,Fayette,4442
Point Marion,PA,Pennsylvania,Fayette,2084
Smithfield,PA,Pennsylvania,Fayette,6673
South Connellsville,PA,Pennsylvania,Fayette,3243
Uniontown,PA,Pennsylvania,Fayette,1217
Vanderbilt,PA,Pennsylvania,Fayette,6711
Philadelphia,PA,Pennsylvania,Philadelphia,1806
London,OH,Ohio,Madison,6728
Abbottstown,PA,Pennsylvania,Adams,949
Arendtsville,PA,Pennsylvania,Adams,6980
Bendersville,PA,Pennsylvania,Adams,5010
Biglerville,PA,Pennsylvania,Adams,177
Bonneauville,PA,Pennsylvania,Adams,499
Carroll Valley,PA,Pennsylvania,Adams,1814
East Berlin,PA,Pennsylvania,Adams,1018
Fairfield,PA,Pennsylvania,Adams,1585
Gettysburg,PA,Pennsylvania,Adams,1341
Littlestown,PA,Pennsylvania,Adams,4211
McSherrystown,PA,Pennsylvania,Adams,690
New Oxford,PA,Pennsylvania,Adams,4271
York Springs,PA,Pennsylvania,Adams,4790
Aldan,PA,Pennsylvania,Delaware,5740
Brookhaven,PA,Pennsylvania,Delaware,4718
Chester,PA,Pennsylvania,Delaware,997
Chester Heights,PA,Pennsylvania,Delaware,135
Clifton Heights,PA,Pennsylvania,Delaware,4242
Collingdale,PA,Pennsylvania,Delaware,5324
Colwyn,PA,Pennsylvania,Delaware,4662
Darby,PA,Pennsylvania,Delaware,3094
East Lansdowne,PA,Pennsylvania,Delaware,3141
Eddystone,PA,Pennsylvania,Delaware,278
Folcroft,PA,Pennsylvania,Delaware,3359
Glenolden,PA,Pennsylvania,Delaware,4876
Lansdowne,PA,Pennsylvania,Delaware,2462
Marcus Hook,PA,Pennsylvania,Delaware,6699
Media,PA,Pennsylvania,Delaware,6334
Millbourne,PA,Pennsylvania,Delaware,908
Morton,PA,Pennsylvania,Delaware,1715
Norwood,PA,Pennsylvania,Delaware,4402
Parkside,PA,Pennsylvania,Delaware,891
Prospect Park,PA,Pennsylvania,Delaware,1608
Ridley Park,PA,Pennsylvania,Delaware,2025
Rose Valley,PA,Pennsylvania,Delaware,1377
Rutledge,PA,Pennsylvania,Delaware,6629
Sharon Hill,PA,Pennsylvania,Delaware,1049
Swarthmore,PA,Pennsylvania,Delaware,1699
Trainer,PA,Pennsylvania,Delaware,521
Upland,PA,Pennsylvania,Delaware,6475
Yeadon,PA,Pennsylvania,Delaware,4050
Fairdale,PA,Pennsylvania,Greene,4556
Carmichaels,PA,Pennsylvania,Greene,570
Clarksville,PA,Pennsylvania,Greene,4050
Greensboro,PA,Pennsylvania,Greene,4736
Jefferson,PA,Pennsylvania,Greene,6062
Rices Landing,PA,Pennsylvania,Greene,2488
Waynesburg,PA,Pennsylvania,Greene,915
Belleville,KS,Kansas,Republic,1763
Washington,KS,Kansas,Washington,2956
Phillipsburg,KS,Kansas,Phillips,2382
Hiawatha,KS,Kansas,Brown,6168
Horton,KS,Kansas,Brown,3524
Sabetha,KS,Kansas,Nemaha,472
Seneca,KS,Kansas,Nemaha,3384
Lindenwold,NJ,New Jersey,Camden,5676
Bellmawr,NJ,New Jersey,Camden,6182
Hermitage,PA,Pennsylvania,Mercer,3110
Jackson Center,PA,Pennsylvania,Mercer,3066
Jamestown,PA,Pennsylvania,Mercer,4662
Mercer,PA,Pennsylvania,Mercer,5881
New Lebanon,PA,Pennsylvania,Mercer,6908
South Bethlehem,PA,Pennsylvania,Clarion,547
Callensburg,PA,Pennsylvania,Clarion,5364
Clarion,PA,Pennsylvania,Clarion,6015
East Brady,PA,Pennsylvania,Clarion,5810
Ashley,PA,Pennsylvania,Luzerne,6643
Avoca,PA,Pennsylvania,Luzerne,5224
Conyngham,PA,Pennsylvania,Luzerne,6418
Courtdale,PA,Pennsylvania,Luzerne,5034
Dallas,PA,Pennsylvania,Luzerne,5488
Dupont,PA,Pennsylvania,Luzerne,2153
Duryea,PA,Pennsylvania,Luzerne,256
Edwardsville,PA,Pennsylvania,Luzerne,1168
Exeter,PA,Pennsylvania,Luzerne,6431
Forty Fort,PA,Pennsylvania,Luzerne,1251
Freeland,PA,Pennsylvania,Luzerne,6636
Harveys Lake,PA,Pennsylvania,Luzerne,4891
Hazleton,PA,Pennsylvania,Luzerne,6614
Hughestown,PA,Pennsylvania,Luzerne,304
Jeddo,PA,Pennsylvania,Luzerne,2615
Kingston,PA,Pennsylvania,Luzerne,3492
Laflin,PA,Pennsylvania,Luzerne,5143
Larksville,PA,Pennsylvania,Luzerne,6288
Laurel Run,PA,Pennsylvania,Luzerne,5681
Luzerne,PA,Pennsylvania,Luzerne,3581
Nanticoke,PA,Pennsylvania,Luzerne,5026
Nescopeck,PA,Pennsylvania,Luzerne,1854
New Columbus,PA,Pennsylvania,Luzerne,1892
Nuangola,PA,Pennsylvania,Luzerne,2673
Penn Lake Park,PA,Pennsylvania,Luzerne,1882
Pittston,PA,Pennsylvania,Luzerne,5708
Plymouth,PA,Pennsylvania,Luzerne,84
Pringle,PA,Pennsylvania,Luzerne,1719
Shickshinny,PA,Pennsylvania,Luzerne,1310
Sugar Notch,PA,Pennsylvania,Luzerne,4114
Swoyersville,PA,Pennsylvania,Luzerne,1981
Warrior Run,PA,Pennsylvania,Luzerne,1759
West Hazleton,PA,Pennsylvania,Luzerne,2309
West Pittston,PA,Pennsylvania,Luzerne,5179
West Wyoming,PA,Pennsylvania,Luzerne,6445
White Haven,PA,Pennsylvania,Luzerne,4150
Wilkes-Barre,PA,Pennsylvania,Luzerne,5661
Wyoming,PA,Pennsylvania,Luzerne,580
Yatesville,PA,Pennsylvania,Luzerne,2460
Falls Creek,PA,Pennsylvania,Jefferson,3315
Mount Vernon,NY,New York,Westchester,4055
New Rochelle,NY,New York,Westchester,5924
Peekskill,NY,New York,Westchester,6649
Rye,NY,New York,Westchester,6411
Branchville,NJ,New Jersey,Sussex,1147
Newton,NJ,New Jersey,Sussex,1386
Ogdensburg,NJ,New Jersey,Sussex,1343
Stanhope,NJ,New Jersey,Sussex,5228
Sussex,NJ,New Jersey,Sussex,1356
Mogadore,OH,Ohio,Summit,209
Akron,OH,Ohio,Summit,4878
Barberton,OH,Ohio,Summit,3113
Boston Heights,OH,Ohio,Summit,4361
Clinton,OH,Ohio,Summit,4767
Cuyahoga Falls,OH,Ohio,Summit,4223
Lakemore,OH,Ohio,Summit,6423
Macedonia,OH,Ohio,Summit,2053
Munroe Falls,OH,Ohio,Summit,1956
Northfield,OH,Ohio,Summit,767
Norton,OH,Ohio,Summit,5706
Reminderville,OH,Ohio,Summit,3393
Silver Lake,OH,Ohio,Summit,630
Stow,OH,Ohio,Summit,1824
Tallmadge,OH,Ohio,Summit,4538
Twinsburg,OH,Ohio,Summit,1104
Aurora,OH,Ohio,Portage,4443
Garrettsville,OH,Ohio,Portage,3146
Streetsboro,OH,Ohio,Portage,2372
Sugar Bush Knolls,OH,Ohio,Portage,6263
Briar Creek,PA,Pennsylvania,Columbia,2688
Bloomsburg,PA,Pennsylvania,Columbia,5465
Catawissa,PA,Pennsylvania,Columbia,3194
Centralia,PA,Pennsylvania,Columbia,2621
Millville,PA,Pennsylvania,Columbia,4203
Orangeville,PA,Pennsylvania,Columbia,3664
Stillwater,PA,Pennsylvania,Columbia,3164
Norwalk,OH,Ohio,Huron,2971
Willard,OH,Ohio,Huron,6090
Green Springs,OH,Ohio,Seneca,5381
Fostoria,OH,Ohio,Seneca,6715
Tiffin,OH,Ohio,Seneca,667
Bellefonte,PA,Pennsylvania,Centre,6930
Centre Hall,PA,Pennsylvania,Centre,809
Howard,PA,Pennsylvania,Centre,5304
Milesburg,PA,Pennsylvania,Centre,6201
Millheim,PA,Pennsylvania,Centre,6068
Philipsburg,PA,Pennsylvania,Centre,5986
Port Matilda,PA,Pennsylvania,Centre,119
Snow Shoe,PA,Pennsylvania,Centre,5054
State College,PA,Pennsylvania,Centre,6601
Unionville,PA,Pennsylvania,Centre,1816
Bloomingdale,NJ,New Jersey,Passaic,1408
Pompton Lakes,NJ,New Jersey,Passaic,3684
Prospect Park,NJ,New Jersey,Passaic,1437
Ringwood,NJ,New Jersey,Passaic,4137
North Haledon,NJ,New Jersey,Passaic,5440
Passaic,NJ,New Jersey,Passaic,4527
Paterson,NJ,New Jersey,Passaic,6501
Totowa,NJ,New Jersey,Passaic,6332
Wanaque,NJ,New Jersey,Passaic,1816
Woodland Park,NJ,New Jersey,Passaic,3548
Kulpmont,PA,Pennsylvania,Northumberland,6262
McEwensville,PA,Pennsylvania,Northumberland,3528
Marion Heights,PA,Pennsylvania,Northumberland,464
Milton,PA,Pennsylvania,Northumberland,3540
Mount Carmel,PA,Pennsylvania,Northumberland,6002
Northumberland,PA,Pennsylvania,Northumberland,5864
Riverside,PA,Pennsylvania,Northumberland,260
Shamokin,PA,Pennsylvania,Northumberland,959
Snydertown,PA,Pennsylvania,Northumberland,1633
Sunbury,PA,Pennsylvania,Northumberland,1399
Turbotville,PA,Pennsylvania,Northumberland,1972
Watsontown,PA,Pennsylvania,Northumberland,1200
Danville,PA,Pennsylvania,Montour,2889
Washingtonville,PA,Pennsylvania,Montour,5620
Bruin,PA,Pennsylvania,Butler,2631
Butler,PA,Pennsylvania,Butler,4080
Callery,PA,Pennsylvania,Butler,1308
Cherry Valley,PA,Pennsylvania,Butler,5511
Chicora,PA,Pennsylvania,Butler,5558
Connoquenessing,PA,Pennsylvania,Butler,3041
East Butler,PA,Pennsylvania,Butler,3390
Eau Claire,PA,Pennsylvania,Butler,6495
Evans City,PA,Pennsylvania,Butler,4791
Fairview,PA,Pennsylvania,Butler,2721
Harmony,PA,Pennsylvania,Butler,4648
Harrisville,PA,Pennsylvania,Butler,2105
Karns City,PA,Pennsylvania,Butler,907
Mars,PA,Pennsylvania,Butler,5337
Petrolia,PA,Pennsylvania,Butler,3306
Portersville,PA,Pennsylvania,Butler,2407
Prospect,PA,Pennsylvania,Butler,3777
Saxonburg,PA,Pennsylvania,Butler,729
Slippery Rock,PA,Pennsylvania,Butler,2941
Valencia,PA,Pennsylvania,Butler,2015
West Liberty,PA,Pennsylvania,Butler,2376
West Sunbury,PA,Pennsylvania,Butler,667
Zelienople,PA,Pennsylvania,Butler,6036
Rural Valley,PA,Pennsylvania,Armstrong,1120
West Kittanning,PA,Pennsylvania,Armstrong,2537
Worthington,PA,Pennsylvania,Armstrong,281
Apollo,PA,Pennsylvania,Armstrong,464
Applewold,PA,Pennsylvania,Armstrong,4262
Atwood,PA,Pennsylvania,Armstrong,6734
Dayton,PA,Pennsylvania,Armstrong,6173
Findlay,OH,Ohio,Hancock,4591
Fairfield,IA,Iowa,Jefferson,1957
Mount Pleasant,IA,Iowa,Henry,2727
Osceola,IA,Iowa,Clarke,2427
Chariton,IA,Iowa,Lucas,4880
Malvern,IA,Iowa,Mills,2374
Creston,IA,Iowa,Union,3989
Bergenfield,NJ,New Jersey,Bergen,4689
Bogota,NJ,New Jersey,Bergen,129
Carlstadt,NJ,New Jersey,Bergen,1684
Ramsey,NJ,New Jersey,Bergen,3202
Ridgefield,NJ,New Jersey,Bergen,2678
Ridgefield Park,NJ,New Jersey,Bergen,4050
Ridgewood,NJ,New Jersey,Bergen,5495
River Edge,NJ,New Jersey,Bergen,2318
Rockleigh,NJ,New Jersey,Bergen,4213
Rutherford,NJ,New Jersey,Bergen,2351
Saddle River,NJ,New Jersey,Bergen,6000
Leonia,NJ,New Jersey,Bergen,199
Midland Park,NJ,New Jersey,Bergen,979
Montvale,NJ,New Jersey,Bergen,2730
Moonachie,NJ,New Jersey,Bergen,2630
New Milford,NJ,New Jersey,Bergen,3763
North Arlington,NJ,New Jersey,Bergen,5631
Northvale,NJ,New Jersey,Bergen,3713
Norwood,NJ,New Jersey,Bergen,2518
Oakland,NJ,New Jersey,Bergen,2016
Old Tappan,NJ,New Jersey,Bergen,4669
Oradell,NJ,New Jersey,Bergen,3441
Palisades Park,NJ,New Jersey,Bergen,902
Paramus,NJ,New Jersey,Bergen,2987
Park Ridge,NJ,New Jersey,Bergen,5161
Tenafly,NJ,New Jersey,Bergen,468
Teterboro,NJ,New Jersey,Bergen,5905
Upper Saddle River,NJ,New Jersey,Bergen,3437
Waldwick,NJ,New Jersey,Bergen,5108
Wallington,NJ,New Jersey,Bergen,678
Westwood,NJ,New Jersey,Bergen,6305
Woodcliff Lake,NJ,New Jersey,Bergen,206
Wood-Ridge,NJ,New Jersey,Bergen,701
Campbell,OH,Ohio,Mahoning,2495
Sebring,OH,Ohio,Mahoning,1687
Beaver Meadows,PA,Pennsylvania,Carbon,5822
Bowmanstown,PA,Pennsylvania,Carbon,3505
East Side,PA,Pennsylvania,Carbon,6888
Jim Thorpe,PA,Pennsylvania,Carbon,249
Lansford,PA,Pennsylvania,Carbon,4544
Lehighton,PA,Pennsylvania,Carbon,1838
Nesquehoning,PA,Pennsylvania,Carbon,3385
Weatherly,PA,Pennsylvania,Carbon,1531
Weissport,PA,Pennsylvania,Carbon,2660
Ellwood City,PA,Pennsylvania,Lawrence,5297
New Castle,PA,Pennsylvania,Lawrence,5324
New Wilmington,PA,Pennsylvania,Lawrence,570
South New Castle,PA,Pennsylvania,Lawrence,6750
Volant,PA,Pennsylvania,Lawrence,3153
Wampum,PA,Pennsylvania,Lawrence,85
Belvidere,NJ,New Jersey,Warren,6323
Phillipsburg,NJ,New Jersey,Warren,1186
Washington,NJ,New Jersey,Warren,581
Boonton,NJ,New Jersey,Morris,4183
Butler,NJ,New Jersey,Morris,428
Chatham,NJ,New Jersey,Morris,6963
Chester,NJ,New Jersey,Morris,6182
Riverdale,NJ,New Jersey,Morris,4944
Rockaway,NJ,New Jersey,Morris,3129
Kinnelon,NJ,New Jersey,Morris,2183
Lincoln Park,NJ,New Jersey,Morris,4920
Victory Gardens,NJ,New Jersey,Morris,6008
Wharton,NJ,New Jersey,Morris,2899
Grand Island,NE,Nebraska,Hall,4064
Kearney,NE,Nebraska,Buffalo,2530
Ravenna,NE,Nebraska,Buffalo,2505
Gibson City,IL,Illinois,Ford,3567
Mansfield,OH,Ohio,Richland,5139
Wooster,OH,Ohio,Wayne,551
Alliance,OH,Ohio,Stark,625
Canton,OH,Ohio,Stark,1600
Louisville,OH,Ohio,Stark,4211
Massillon,OH,Ohio,Stark,6206
Bangor,PA,Pennsylvania,Northampton,6983
Bath,PA,Pennsylvania,Northampton,3789
Chapman,PA,Pennsylvania,Northampton,6650
East Bangor,PA,Pennsylvania,Northampton,6375
Easton,PA,Pennsylvania,Northampton,2097
Freemansburg,PA,Pennsylvania,Northampton,6086
Glendon,PA,Pennsylvania,Northampton,5969
Hellertown,PA,Pennsylvania,Northampton,6065
Nazareth,PA,Pennsylvania,Northampton,3369
Northampton,PA,Pennsylvania,Northampton,5625
North Catasauqua,PA,Pennsylvania,Northampton,1577
Pen Argyl,PA,Pennsylvania,Northampton,889
Portland,PA,Pennsylvania,Northampton,4872
Roseto,PA,Pennsylvania,Northampton,4801
Stockertown,PA,Pennsylvania,Northampton,1337
Tatamy,PA,Pennsylvania,Northampton,6755
Walnutport,PA,Pennsylvania,Northampton,1246
West Easton,PA,Pennsylvania,Northampton,1910
Wilson,PA,Pennsylvania,Northampton,2308
Wind Gap,PA,Pennsylvania,Northampton,1045
Bethlehem,PA,Pennsylvania,Northampton,2615
Glen Cove,NY,New York,Nassau,2718
Long Beach,NY,New York,Nassau,4164
Armagh,PA,Pennsylvania,Indiana,757
Blairsville,PA,Pennsylvania,Indiana,2053
Cherry Tree,PA,Pennsylvania,Indiana,4444
Clymer,PA,Pennsylvania,Indiana,3402
Creekside,PA,Pennsylvania,Indiana,6145
Ernest,PA,Pennsylvania,Indiana,6130
Glen Campbell,PA,Pennsylvania,Indiana,2899
Homer City,PA,Pennsylvania,Indiana,5709
Indiana,PA,Pennsylvania,Indiana,1953
Roseland,NJ,New Jersey,Essex,3232
Summit,NJ,New Jersey,Essex,1976
Hamburg,IA,Iowa,Fremont,2098
Tabor,IA,Iowa,Fremont,5471
Bloomfield,IA,Iowa,Davis,2870
Mount Ayr,IA,Iowa,Ringgold,2020
Lamoni,IA,Iowa,Decatur,367
Leon,IA,Iowa,Decatur,3402
Centerville,IA,Iowa,Appanoose,5145
Herndon,PA,Pennsylvania,Snyder,1257
Rochester,PA,Pennsylvania,Beaver,3296
Aliquippa,PA,Pennsylvania,Beaver,4520
Ambridge,PA,Pennsylvania,Beaver,6469
Baden,PA,Pennsylvania,Beaver,5056
Beaver,PA,Pennsylvania,Beaver,5682
Beaver Falls,PA,Pennsylvania,Beaver,2294
Bridgewater,PA,Pennsylvania,Beaver,1598
Conway,PA,Pennsylvania,Beaver,127
Darlington,PA,Pennsylvania,Beaver,4475
East Rochester,PA,Pennsylvania,Beaver,6051
Eastvale,PA,Pennsylvania,Beaver,4004
Economy,PA,Pennsylvania,Beaver,5106
Fallston,PA,Pennsylvania,Beaver,5514
Frankfort Springs,PA,Pennsylvania,Beaver,1900
Freedom,PA,Pennsylvania,Beaver,4282
Georgetown,PA,Pennsylvania,Beaver,320
Glasgow,PA,Pennsylvania,Beaver,5091
Monaca,PA,Pennsylvania,Beaver,858
New Brighton,PA,Pennsylvania,Beaver,3748
New Galilee,PA,Pennsylvania,Beaver,955
Ohioville,PA,Pennsylvania,Beaver,3719
Patterson Heights,PA,Pennsylvania,Beaver,3851
Shippingport,PA,Pennsylvania,Beaver,3746
South Heights,PA,Pennsylvania,Beaver,1885
West Mayfield,PA,Pennsylvania,Beaver,2711
Secaucus,NJ,New Jersey,Hudson,2351
Union City,NJ,New Jersey,Hudson,600
West New York,NJ,New Jersey,Hudson,2687
Keokuk,IA,Iowa,Lee,6499
Bloomsbury,NJ,New Jersey,Hunterdon,3450
Califon,NJ,New Jersey,Hunterdon,6164
Lambertville,NJ,New Jersey,Hunterdon,6921
Lebanon,NJ,New Jersey,Hunterdon,6650
Milford,NJ,New Jersey,Hunterdon,2606
Stockton,NJ,New Jersey,Hunterdon,3101
Alburtis,PA,Pennsylvania,Lehigh,6545
Allentown,PA,Pennsylvania,Lehigh,721
Catasauqua,PA,Pennsylvania,Lehigh,5024
Coopersburg,PA,Pennsylvania,Lehigh,1684
Coplay,PA,Pennsylvania,Lehigh,3556
Emmaus,PA,Pennsylvania,Lehigh,5586
Fountain Hill,PA,Pennsylvania,Lehigh,522
Macungie,PA,Pennsylvania,Lehigh,1160
Slatington,PA,Pennsylvania,Lehigh,1253
Bernardsville,NJ,New Jersey,Somerset,1848
Bound Brook,NJ,New Jersey,Somerset,6455
Raritan,NJ,New Jersey,Somerset,5331
Rocky Hill,NJ,New Jersey,Somerset,937
Somerville,NJ,New Jersey,Somerset,1352
South Bound Brook,NJ,New Jersey,Somerset,994
Millstone,NJ,New Jersey,Somerset,849
North Plainfield,NJ,New Jersey,Somerset,3671
Peapack and Gladstone,NJ,New Jersey,Somerset,915
Watchung,NJ,New Jersey,Somerset,6868
Alexandria,PA,Pennsylvania,Huntingdon,2373
Birmingham,PA,Pennsylvania,Huntingdon,2047
Broad Top City,PA,Pennsylvania,Huntingdon,3134
Cassville,PA,Pennsylvania,Huntingdon,2867
Coalmont,PA,Pennsylvania,Huntingdon,4905
Dudley,PA,Pennsylvania,Huntingdon,1729
Huntingdon,PA,Pennsylvania,Huntingdon,2174
Mapleton,PA,Pennsylvania,Huntingdon,3329
Marklesburg,PA,Pennsylvania,Huntingdon,5060
Mill Creek,PA,Pennsylvania,Huntingdon,492
Mount Union,PA,Pennsylvania,Huntingdon,2821
Orbisonia,PA,Pennsylvania,Huntingdon,5966
Petersburg,PA,Pennsylvania,Huntingdon,6680
Rockhill,PA,Pennsylvania,Huntingdon,5948
Saltillo,PA,Pennsylvania,Huntingdon,5531
Shade Gap,PA,Pennsylvania,Huntingdon,2990
Shirleysburg,PA,Pennsylvania,Huntingdon,5989
Three Springs,PA,Pennsylvania,Huntingdon,1919
Altoona,PA,Pennsylvania,Blair,6715
Bellwood,PA,Pennsylvania,Blair,4335
Duncansville,PA,Pennsylvania,Blair,5896
Hollidaysburg,PA,Pennsylvania,Blair,2225
Martinsburg,PA,Pennsylvania,Blair,1595
Newry,PA,Pennsylvania,Blair,6701
Roaring Spring,PA,Pennsylvania,Blair,5034
Tyrone,PA,Pennsylvania,Blair,4923
Williamsburg,PA,Pennsylvania,Blair,4228
Tunnelhill,PA,Pennsylvania,Blair,4984
Plainfield,NJ,New Jersey,Union,5861
Rahway,NJ,New Jersey,Union,5311
Roselle,NJ,New Jersey,Union,5993
Roselle Park,NJ,New Jersey,Union,4841
Linden,NJ,New Jersey,Union,2247
New Providence,NJ,New Jersey,Union,1410
Westfield,NJ,New Jersey,Union,5087
Northern Cambria,PA,Pennsylvania,Cambria,3528
Summerhill,PA,Pennsylvania,Cambria,3405
Beaverdale,PA,Pennsylvania,Cambria,4266
Ashville,PA,Pennsylvania,Cambria,6792
Brownstown,PA,Pennsylvania,Cambria,4441
Carrolltown,PA,Pennsylvania,Cambria,2075
Cassandra,PA,Pennsylvania,Cambria,1164
Chest Springs,PA,Pennsylvania,Cambria,459
Cresson,PA,Pennsylvania,Cambria,6168
Daisytown,PA,Pennsylvania,Cambria,5976
Dale,PA,Pennsylvania,Cambria,6413
East Conemaugh,PA,Pennsylvania,Cambria,1955
Ebensburg,PA,Pennsylvania,Cambria,866
Ehrenfeld,PA,Pennsylvania,Cambria,4491
Ferndale,PA,Pennsylvania,Cambria,4683
Franklin,PA,Pennsylvania,Cambria,5077
Gallitzin,PA,Pennsylvania,Cambria,1182
Geistown,PA,Pennsylvania,Cambria,3940
Hastings,PA,Pennsylvania,Cambria,6108
Johnstown,PA,Pennsylvania,Cambria,6120
Lilly,PA,Pennsylvania,Cambria,3205
Lorain,PA,Pennsylvania,Cambria,4607
Loretto,PA,Pennsylvania,Cambria,3959
Nanty Glo,PA,Pennsylvania,Cambria,3970
Patton,PA,Pennsylvania,Cambria,93
Portage,PA,Pennsylvania,Cambria,3270
Sankertown,PA,Pennsylvania,Cambria,4245
Scalp Level,PA,Pennsylvania,Cambria,6571
South Fork,PA,Pennsylvania,Cambria,5094
Southmont,PA,Pennsylvania,Cambria,3339
Vintondale,PA,Pennsylvania,Cambria,1423
Westmont,PA,Pennsylvania,Cambria,3720
Wilmore,PA,Pennsylvania,Cambria,3136
Hastings,NE,Nebraska,Adams,1094
Holdrege,NE,Nebraska,Phelps,3419
Lower Burrell,PA,Pennsylvania,Westmoreland,1626
Derry,PA,Pennsylvania,Westmoreland,4152
Donegal,PA,Pennsylvania,Westmoreland,2573
East Vandergrift,PA,Pennsylvania,Westmoreland,5652
Export,PA,Pennsylvania,Westmoreland,6013
Greensburg,PA,Pennsylvania,Westmoreland,4096
Hunker,PA,Pennsylvania,Westmoreland,410
Hyde Park,PA,Pennsylvania,Westmoreland,2961
Irwin,PA,Pennsylvania,Westmoreland,929
Jeannette,PA,Pennsylvania,Westmoreland,5877
Latrobe,PA,Pennsylvania,Westmoreland,3867
Ligonier,PA,Pennsylvania,Westmoreland,6774
Madison,PA,Pennsylvania,Westmoreland,2342
Manor,PA,Pennsylvania,Westmoreland,278
Monessen,PA,Pennsylvania,Westmoreland,5807
Mount Pleasant,PA,Pennsylvania,Westmoreland,3789
Murrysville,PA,Pennsylvania,Westmoreland,444
New Alexandria,PA,Pennsylvania,Westmoreland,2457
New Florence,PA,Pennsylvania,Westmoreland,5655
New Kensington,PA,Pennsylvania,Westmoreland,2153
New Stanton,PA,Pennsylvania,Westmoreland,6418
North Belle Vernon,PA,Pennsylvania,Westmoreland,4253
North Irwin,PA,Pennsylvania,Westmoreland,5740
Oklahoma,PA,Pennsylvania,Westmoreland,4809
Penn,PA,Pennsylvania,Westmoreland,5846
Scottdale,PA,Pennsylvania,Westmoreland,2828
Seward,PA,Pennsylvania,Westmoreland,2122
Smithton,PA,Pennsylvania,Westmoreland,630
South Greensburg,PA,Pennsylvania,Westmoreland,6149
Southwest Greensburg,PA,Pennsylvania,Westmoreland,6187
Sutersville,PA,Pennsylvania,Westmoreland,4118
Vandergrift,PA,Pennsylvania,Westmoreland,5815
West Leechburg,PA,Pennsylvania,Westmoreland,638
West Newton,PA,Pennsylvania,Westmoreland,1011
Youngstown,PA,Pennsylvania,Westmoreland,4897
Youngwood,PA,Pennsylvania,Westmoreland,196
Trafford,PA,Pennsylvania,Westmoreland,4599
Bally,PA,Pennsylvania,Berks,2438
Bechtelsville,PA,Pennsylvania,Berks,5846
Bernville,PA,Pennsylvania,Berks,6540
Birdsboro,PA,Pennsylvania,Berks,4040
Boyertown,PA,Pennsylvania,Berks,3223
Centerport,PA,Pennsylvania,Berks,4979
Fleetwood,PA,Pennsylvania,Berks,5276
Hamburg,PA,Pennsylvania,Berks,2994
Kenhorst,PA,Pennsylvania,Berks,164
Kutztown,PA,Pennsylvania,Berks,5168
Laureldale,PA,Pennsylvania,Berks,6215
Leesport,PA,Pennsylvania,Berks,3484
Lenhartsville,PA,Pennsylvania,Berks,4285
Lyons,PA,Pennsylvania,Berks,4349
Mohnton,PA,Pennsylvania,Berks,433
Mount Penn,PA,Pennsylvania,Berks,4980
